TransactionAmount,TransactionDuration,AccountBalance,TransactionGap,CustomerAge_Bin,TransactionType_Credit,TransactionType_Debit,Channel_ATM,Channel_Branch,Channel_Online,CustomerOccupation_Doctor,CustomerOccupation_Engineer,CustomerOccupation_Retired,CustomerOccupation_Student,Target
-1.079673426650999,-0.5501022230886541,0.0007245709526375667,-0.7970504126132971,1,False,True,True,False,False,True,False,False,False,0
0.37163600111517753,0.31062347638048776,2.2312093099908985,-0.07399388459325525,1,False,True,True,False,False,True,False,False,False,2
-0.6300340015637008,-0.9087379312007966,-1.0284914121275195,0.048680665136035584,2,False,True,False,False,True,False,False,False,True,4
-0.3967585030402462,-1.3534462092598532,0.8924464035759979,-0.5716969191862333,2,False,True,False,False,True,False,False,False,True,0
-1.0822382148154899,1.1283128908761726,0.598462081500253,0.9686627402381707,0,True,False,False,False,True,False,False,False,True,3
-0.7668494202132585,0.7553317544395445,-1.1163699364255943,-0.8718554156483984,2,False,True,True,False,False,False,False,False,True,4
-1.1077658720151877,0.2819326197315164,2.1171403181671136,-1.3134196786768746,0,True,False,True,False,False,True,False,False,False,0
-0.4491763611520275,2.4624377250533427,-0.5966982309336822,-0.5430469576178543,1,True,False,False,True,False,False,False,True,False,3
-0.7104240805944603,-0.47837508146622565,1.0281529056534666,-0.9940445312107945,0,True,False,False,True,False,False,True,False,False,0
2.1338057693806567,0.009369481566288104,-1.0544084442589887,-0.9004663642626887,0,False,True,True,False,False,True,False,False,False,1
-1.0648858198901066,-0.8657016462273395,0.6423458826966852,-1.0598283048009447,0,True,False,False,False,True,False,True,False,False,0
-0.3746372051215128,0.7696771827640301,-0.9236418363321882,-1.3975562760507374,2,False,True,False,False,True,False,False,False,True,4
0.8456409137651384,-0.11973937335408318,-0.9001134945315383,-0.26152926356986295,2,True,False,False,True,False,False,False,False,True,4
1.9967499018406778,0.0524057665397452,-1.269078444950611,1.2968110208422798,2,False,True,True,False,False,False,False,False,True,1
-0.46692950422811236,0.21020547810908788,-1.2406411639495842,-1.332086236161018,2,False,True,False,False,True,False,False,False,True,4
0.7291434263561566,0.1384783364866594,-0.42404699568343546,1.503236602594159,0,False,True,True,False,False,False,True,False,False,3
1.091219380515135,0.5544957578967447,-1.0261930070683836,1.099723336357678,2,True,False,False,True,False,False,False,False,True,1
0.8392690181689816,1.6447483105576577,0.00014674521386494628,1.5228572930501705,0,False,True,False,False,True,False,True,False,False,3
-1.0612790865337913,-0.19146651497651168,0.7323345027729566,-1.2569660867001289,1,True,False,False,True,False,False,False,True,False,0
-0.8496840629632981,0.7122954694660873,0.37640932516413356,-0.2517705914885683,2,True,False,False,False,True,False,False,False,True,4
-0.8984150380886239,-1.1669556410415391,0.1654771347201971,-1.191354230918805,1,False,True,False,True,False,False,False,True,False,0
-0.7924171522280264,-0.37795708319482574,1.0413216574232638,0.3492275524001889,0,False,True,False,True,False,True,False,False,False,2
-0.9269483064185844,0.009369481566288104,0.9971437841990635,-0.27030294006379846,0,False,True,False,False,True,False,True,False,False,0
0.24980856330186313,0.32496890470497347,-0.9562245010930708,-0.5991106373960735,2,False,True,False,False,True,False,False,False,True,4
-0.5528899825536253,-0.33492079822136867,-0.8199040591681561,-1.1725157556258354,2,False,True,False,False,True,False,False,False,True,4
-1.1061228045973106,2.247256300186057,-0.3804185728269074,1.0062112414878062,1,True,False,False,False,True,False,False,True,False,3
-0.14657143255718003,0.5544957578967447,-1.1443145178011498,-0.7406873437305794,2,False,True,True,False,False,False,False,False,True,4
-0.9745571867219454,-0.3492662265458544,-0.6250013738167794,-0.9190476148695066,0,False,True,False,True,False,False,True,False,False,0
-0.6253853230155614,1.1139674625516869,-0.8608935725123429,-1.5201088967146026,0,False,True,False,False,True,True,False,False,False,0
-0.9110386048357271,2.347674298457457,-0.9693313429622848,0.7241685569629247,2,False,True,False,True,False,False,False,False,True,4
-1.0226870396212184,-1.4251733508822817,0.8319320553355147,0.1142160164057199,1,True,False,False,False,True,True,False,False,False,0
-0.8992165343900272,1.9746931620208288,1.216075249714134,-1.3979824844238202,2,False,True,True,False,False,True,False,False,False,3
0.45262720237198933,0.6979500411416016,1.1816404470941497,0.7709031418395526,0,False,True,True,False,False,False,True,False,False,2
2.3816685005896527,0.43973233130085904,-1.215085272904848,-1.0689817870735454,2,False,True,False,False,True,False,False,False,True,1
-0.11318911160372917,-0.9948105011477107,2.503860512157491,1.0714692639027972,0,True,False,False,True,False,True,False,False,False,2
-0.6361654482694369,-1.0665376427701392,0.16904469274128017,0.9681528550554821,0,False,True,False,True,False,False,True,False,False,3
-0.8230343109416357,0.36800518967843054,-1.0856910011076328,1.3062933421095129,2,False,True,False,True,False,False,False,False,True,4
1.4658387517910765,0.253241763082545,-0.06024378322545277,-1.172088677883302,1,False,True,True,False,False,False,False,True,False,1
2.0510512762607567,-0.42099336816828287,0.723695492062467,0.9307906162106054,1,False,True,True,False,False,True,False,False,False,1
0.20889217711522048,1.3865306007169151,-1.0550507594775351,-1.519700510415254,0,False,True,False,False,True,False,False,True,False,3
0.1801986095249795,-0.004975946758197594,-0.20268814614968134,0.246005252795885,1,False,True,True,False,False,False,False,True,False,3
-0.9998043202161518,-1.4395187792067674,2.3487271991929823,-1.6609830438619642,0,False,True,False,False,True,True,False,False,False,0
-0.1686526556608433,-0.04801223173165469,2.1275386018858313,-0.7115855273903291,1,True,False,False,False,True,True,False,False,False,2
-0.9144449641166916,-0.03366680340716899,-1.2556388373657643,-0.7878277067982046,2,False,True,True,False,False,False,False,False,True,4
0.08337785631545067,-1.2386827826639677,-1.093945654518671,0.19834381141389673,2,False,True,False,True,False,False,False,False,True,4
0.608197634474386,-0.42099336816828287,-0.1125008984757067,0.8559502950415797,1,False,True,False,True,False,False,False,True,False,3
-0.4769482079956547,-0.6361747930355683,-0.9286823340713035,1.512494626543176,2,False,True,False,True,False,False,False,False,True,4
0.9086385230554445,-0.20581194330099736,-1.1163647772672127,0.9023733196414028,2,False,True,False,False,True,False,False,False,True,4
